"tick","Remaining Humans","Remaining Zombies"
1.0,1,150
2.0,2,150
3.0,3,150
4.0,3,150
5.0,4,150
6.0,4,150
7.0,4,150
8.0,5,150
9.0,5,150
10.0,6,150
11.0,6,150
12.0,7,150
13.0,8,150
14.0,8,150
15.0,9,150
16.0,10,150
17.0,10,150
18.0,10,150
19.0,11,150
20.0,11,150
21.0,12,150
22.0,12,150
23.0,13,150
24.0,13,150
25.0,14,150
26.0,15,150
27.0,15,150
28.0,15,150
29.0,16,150
30.0,17,150
31.0,17,150
32.0,18,150
33.0,18,150
34.0,19,150
35.0,19,150
36.0,20,150
37.0,20,150
38.0,21,150
39.0,22,150
40.0,22,150
41.0,23,150
42.0,23,150
43.0,23,150
44.0,24,150
45.0,24,150
46.0,25,150
47.0,26,150
48.0,26,150
49.0,27,150
50.0,27,150
51.0,27,150
52.0,28,150
53.0,28,150
54.0,29,150
55.0,29,150
56.0,30,150
57.0,30,150
58.0,31,150
59.0,31,150
60.0,32,150
61.0,32,150
62.0,33,150
63.0,33,150
64.0,34,150
65.0,35,150
66.0,35,150
67.0,35,150
68.0,36,150
69.0,36,150
70.0,37,150
71.0,37,150
72.0,38,150
73.0,39,150
74.0,40,150
75.0,40,150
76.0,40,150
77.0,41,150
78.0,42,150
79.0,42,150
80.0,43,150
81.0,43,150
82.0,43,150
83.0,44,150
84.0,44,150
85.0,45,150
86.0,45,150
87.0,46,150
88.0,47,150
89.0,47,150
90.0,48,150
91.0,48,150
92.0,49,150
93.0,50,150
94.0,51,150
95.0,51,150
96.0,51,150
97.0,52,150
98.0,52,150
99.0,52,150
100.0,53,150
101.0,54,150
102.0,54,150
103.0,54,150
104.0,55,150
105.0,55,150
106.0,56,150
107.0,57,150
108.0,57,150
109.0,57,150
110.0,58,150
111.0,59,150
112.0,59,150
113.0,60,150
114.0,60,150
115.0,61,150
116.0,62,150
117.0,62,150
118.0,62,150
119.0,63,150
120.0,63,150
121.0,64,150
122.0,64,150
123.0,65,150
124.0,65,150
125.0,66,150
126.0,66,150
127.0,67,150
128.0,67,150
129.0,68,150
130.0,69,150
131.0,69,150
132.0,70,150
133.0,71,150
134.0,71,150
135.0,72,150
136.0,72,150
137.0,72,150
138.0,73,150
139.0,74,150
140.0,73,150
141.0,73,150
142.0,74,150
143.0,74,150
144.0,74,150
145.0,75,150
146.0,76,150
147.0,75,150
148.0,76,150
149.0,76,150
150.0,76,150
151.0,76,150
152.0,77,150
153.0,77,150
154.0,78,150
155.0,77,150
156.0,78,150
157.0,78,150
158.0,79,150
159.0,78,150
160.0,79,150
161.0,80,150
162.0,79,150
163.0,80,150
164.0,80,150
165.0,81,150
166.0,80,150
167.0,81,150
168.0,81,150
169.0,81,150
170.0,81,150
171.0,82,150
172.0,83,150
173.0,82,150
174.0,82,150
175.0,83,150
176.0,83,150
177.0,83,150
178.0,83,150
179.0,84,150
180.0,84,150
181.0,84,150
182.0,85,150
183.0,85,150
184.0,85,150
185.0,85,150
186.0,86,150
187.0,87,150
188.0,87,150
189.0,87,150
190.0,87,150
191.0,88,150
192.0,87,150
193.0,87,150
194.0,88,150
195.0,88,150
196.0,88,150
197.0,89,150
198.0,89,150
199.0,89,150
200.0,89,150
201.0,90,150
202.0,90,150
203.0,90,150
204.0,90,150
205.0,90,150
206.0,91,150
207.0,91,150
208.0,91,150
209.0,92,150
210.0,92,150
211.0,92,150
212.0,92,150
213.0,93,150
214.0,93,150
215.0,93,150
216.0,93,150
217.0,94,150
218.0,95,150
219.0,94,150
220.0,95,150
221.0,95,150
222.0,95,150
223.0,95,150
224.0,96,150
225.0,97,150
226.0,96,150
227.0,96,150
228.0,97,150
229.0,98,150
230.0,97,150
231.0,96,150
232.0,97,150
233.0,97,150
234.0,97,150
235.0,97,150
236.0,97,150
237.0,97,150
238.0,97,150
239.0,97,150
240.0,97,150
241.0,97,150
242.0,98,150
243.0,97,150
244.0,98,150
245.0,97,150
246.0,96,150
247.0,97,150
248.0,96,150
249.0,97,150
250.0,97,150
251.0,98,150
252.0,97,150
253.0,97,150
254.0,97,150
255.0,97,150
256.0,96,150
257.0,97,150
258.0,97,150
259.0,97,150
260.0,96,150
261.0,97,150
262.0,97,150
263.0,97,150
264.0,97,150
265.0,97,150
266.0,96,150
267.0,96,150
268.0,95,150
269.0,95,150
270.0,94,150
271.0,94,150
272.0,93,150
273.0,93,150
274.0,92,150
275.0,92,150
276.0,91,150
277.0,90,150
278.0,90,150
279.0,89,150
280.0,89,150
281.0,89,150
282.0,89,150
283.0,89,150
284.0,89,150
285.0,89,150
286.0,89,150
287.0,89,150
288.0,89,150
289.0,89,150
290.0,89,150
291.0,89,150
292.0,89,150
293.0,89,150
294.0,89,150
295.0,89,150
296.0,89,150
297.0,89,150
298.0,89,150
299.0,89,150
300.0,89,150
301.0,89,150
302.0,89,150
303.0,89,150
304.0,89,150
305.0,89,150
306.0,89,150
307.0,89,150
308.0,89,150
309.0,89,150
310.0,89,150
311.0,89,150
312.0,89,150
313.0,89,150
314.0,89,150
315.0,89,150
316.0,89,150
317.0,89,150
318.0,89,150
319.0,89,150
320.0,89,150
321.0,89,150
322.0,89,150
323.0,89,150
324.0,89,150
325.0,89,150
326.0,89,150
327.0,89,150
328.0,89,150
329.0,89,150
330.0,89,150
331.0,89,150
332.0,89,150
333.0,89,150
334.0,89,150
335.0,89,150
336.0,89,150
337.0,89,150
338.0,89,150
339.0,89,150
340.0,89,150
341.0,89,150
342.0,89,150
343.0,89,150
344.0,89,150
345.0,89,150
346.0,89,150
347.0,89,150
348.0,89,150
349.0,89,150
350.0,89,150
351.0,89,150
352.0,89,150
353.0,89,150
354.0,89,150
355.0,89,150
356.0,89,150
357.0,89,150
358.0,89,150
359.0,89,150
360.0,89,150
361.0,89,150
362.0,89,150
363.0,89,150
364.0,89,150
365.0,89,150
366.0,89,150
367.0,89,150
368.0,89,150
369.0,89,150
370.0,89,150
371.0,89,150
372.0,89,150
373.0,89,150
374.0,89,150
375.0,89,150
376.0,89,150
377.0,89,150
378.0,89,150
379.0,89,150
380.0,89,150
381.0,89,150
382.0,89,150
383.0,89,150
384.0,89,150
385.0,89,150
386.0,89,150
387.0,89,150
388.0,89,150
389.0,89,150
390.0,89,150
391.0,89,150
392.0,89,150
393.0,89,150
394.0,89,150
395.0,89,150
396.0,89,150
