"tick","Remaining Humans","Remaining Zombies"
1.0,1,150
2.0,2,150
3.0,3,150
4.0,3,150
5.0,4,150
6.0,4,150
7.0,5,150
8.0,6,150
9.0,6,150
10.0,7,150
11.0,7,150
12.0,8,150
13.0,8,150
14.0,9,150
15.0,9,150
16.0,10,150
17.0,10,150
18.0,11,150
19.0,12,150
20.0,12,150
21.0,12,150
22.0,13,150
23.0,13,150
24.0,14,150
25.0,14,150
26.0,14,150
27.0,14,150
28.0,15,150
29.0,16,150
30.0,16,150
31.0,16,150
32.0,17,150
33.0,17,150
34.0,18,150
35.0,18,150
36.0,18,150
37.0,19,150
38.0,19,150
39.0,19,150
40.0,19,150
41.0,19,150
42.0,20,150
43.0,20,150
44.0,20,150
45.0,21,150
46.0,21,150
47.0,22,150
48.0,22,150
49.0,23,150
50.0,23,150
51.0,24,150
52.0,24,150
53.0,24,150
54.0,24,150
55.0,24,150
56.0,24,150
57.0,24,150
58.0,24,150
59.0,25,150
60.0,25,150
61.0,25,150
62.0,26,150
63.0,26,150
64.0,26,150
65.0,26,150
66.0,26,150
67.0,26,150
68.0,26,150
69.0,26,150
70.0,26,150
71.0,27,150
72.0,27,150
73.0,27,150
74.0,27,150
75.0,27,150
76.0,28,150
77.0,28,150
78.0,28,150
79.0,28,150
80.0,28,150
81.0,29,150
82.0,29,150
83.0,30,150
84.0,30,150
85.0,30,150
86.0,31,150
87.0,31,150
88.0,31,150
89.0,31,150
90.0,31,150
91.0,31,150
92.0,31,150
93.0,31,150
94.0,32,150
95.0,32,150
96.0,32,150
97.0,32,150
98.0,32,150
99.0,32,150
100.0,33,150
101.0,33,150
102.0,33,150
103.0,33,150
104.0,33,150
105.0,33,150
106.0,33,150
107.0,33,150
108.0,33,150
109.0,33,150
110.0,33,150
111.0,33,150
112.0,33,150
113.0,34,150
114.0,34,150
115.0,35,150
116.0,35,150
117.0,35,150
118.0,35,150
119.0,35,150
120.0,35,150
121.0,35,150
122.0,35,150
123.0,35,150
124.0,35,150
125.0,35,150
126.0,35,150
127.0,35,150
128.0,35,150
129.0,35,150
130.0,35,150
131.0,35,150
132.0,35,150
133.0,35,150
134.0,35,150
135.0,35,150
136.0,35,150
137.0,35,150
138.0,35,150
139.0,35,150
140.0,35,150
141.0,35,150
142.0,35,150
143.0,35,150
144.0,35,150
145.0,35,150
146.0,35,150
147.0,35,150
148.0,35,150
149.0,35,150
150.0,35,150
151.0,35,150
152.0,35,150
153.0,35,150
154.0,35,150
155.0,35,150
156.0,35,150
157.0,35,150
158.0,35,150
159.0,35,150
160.0,35,150
161.0,35,150
162.0,35,150
163.0,35,150
164.0,35,150
165.0,35,150
166.0,35,150
167.0,35,150
168.0,35,150
169.0,35,150
170.0,35,150
171.0,35,150
172.0,35,150
173.0,35,150
174.0,35,150
175.0,35,150
176.0,35,150
177.0,35,150
178.0,35,150
179.0,35,150
180.0,35,150
181.0,35,150
182.0,35,150
183.0,35,150
184.0,35,150
185.0,35,150
186.0,35,150
187.0,35,150
188.0,35,150
189.0,35,150
190.0,35,150
191.0,35,150
192.0,35,150
193.0,35,150
194.0,35,150
195.0,35,150
196.0,35,150
197.0,35,150
198.0,35,150
199.0,35,150
200.0,35,150
201.0,35,150
202.0,35,150
203.0,35,150
204.0,35,150
205.0,35,150
206.0,35,150
207.0,35,150
208.0,35,150
209.0,35,150
210.0,35,150
211.0,35,150
212.0,35,150
213.0,35,150
214.0,35,150
215.0,35,150
216.0,35,150
217.0,35,150
218.0,35,150
219.0,35,150
220.0,35,150
221.0,35,150
222.0,35,150
223.0,35,150
224.0,35,150
225.0,35,150
226.0,35,150
227.0,35,150
228.0,35,150
229.0,35,150
230.0,35,150
231.0,35,150
232.0,35,150
233.0,35,150
234.0,35,150
235.0,35,150
236.0,35,150
237.0,35,150
238.0,35,150
239.0,35,150
240.0,35,150
241.0,35,150
242.0,35,150
243.0,35,150
244.0,35,150
245.0,35,150
246.0,35,150
247.0,35,150
248.0,35,150
249.0,35,150
250.0,35,150
251.0,35,150
252.0,35,150
253.0,35,150
254.0,35,150
255.0,35,150
256.0,35,150
257.0,35,150
258.0,35,150
259.0,35,150
260.0,35,150
261.0,35,150
262.0,35,150
263.0,35,150
264.0,35,150
265.0,35,150
266.0,35,150
267.0,35,150
268.0,35,150
269.0,35,150
270.0,35,150
271.0,35,150
272.0,35,150
273.0,35,150
274.0,35,150
275.0,35,150
276.0,35,150
277.0,35,150
278.0,35,150
279.0,35,150
280.0,35,150
281.0,35,150
282.0,35,150
283.0,35,150
284.0,35,150
285.0,35,150
286.0,35,150
287.0,35,150
288.0,35,150
289.0,35,150
290.0,35,150
291.0,35,150
292.0,35,150
293.0,35,150
294.0,35,150
295.0,35,150
296.0,35,150
297.0,35,150
298.0,35,150
299.0,35,150
300.0,35,150
301.0,35,150
302.0,35,150
303.0,35,150
304.0,35,150
305.0,35,150
306.0,35,150
307.0,35,150
308.0,35,150
309.0,35,150
310.0,35,150
311.0,35,150
312.0,35,150
313.0,35,150
314.0,35,150
315.0,35,150
316.0,35,150
317.0,35,150
318.0,35,150
319.0,35,150
320.0,35,150
321.0,35,150
322.0,35,150
323.0,35,150
324.0,35,150
325.0,35,150
326.0,35,150
327.0,35,150
328.0,35,150
329.0,35,150
330.0,35,150
331.0,35,150
332.0,35,150
333.0,35,150
334.0,35,150
335.0,35,150
336.0,35,150
337.0,35,150
338.0,35,150
339.0,35,150
340.0,35,150
341.0,35,150
342.0,35,150
343.0,35,150
344.0,35,150
345.0,35,150
346.0,35,150
347.0,35,150
348.0,35,150
349.0,35,150
350.0,35,150
351.0,35,150
352.0,35,150
353.0,35,150
354.0,35,150
355.0,35,150
356.0,35,150
357.0,35,150
358.0,35,150
359.0,35,150
360.0,35,150
361.0,35,150
362.0,35,150
363.0,35,150
364.0,35,150
365.0,35,150
366.0,35,150
367.0,35,150
368.0,35,150
369.0,35,150
370.0,35,150
371.0,35,150
372.0,35,150
373.0,35,150
374.0,35,150
375.0,35,150
376.0,35,150
377.0,35,150
378.0,35,150
379.0,35,150
380.0,35,150
381.0,35,150
382.0,35,150
383.0,35,150
384.0,35,150
385.0,35,150
386.0,35,150
387.0,35,150
388.0,35,150
389.0,35,150
390.0,35,150
391.0,35,150
392.0,35,150
393.0,35,150
394.0,35,150
395.0,35,150
396.0,35,150
